2,9.5367431640625e-06
4,1.0728836059570312e-05
8,1.9311904907226562e-05
16,4.1484832763671875e-05
32,0.00010466575622558594
64,0.000263214111328125
128,0.0006482601165771484
256,0.0015416145324707031
512,0.003559112548828125
1024,0.0069501399993896484
2048,0.013778448104858398
4096,0.02689385414123535
8192,0.05388784408569336
16384,0.11685967445373535
32768,0.25124073028564453
65536,0.5387041568756104
131072,1.1449594497680664
262144,2.511012554168701
524288,5.698683977127075
1048576,12.337599992752075
2097152,26.37195086479187
4194304,57.0287926197052
8388608,118.89851307868958
16777216,263.2790241241455
